"Survey","Reef","Site","Transect","Length_mm","Family","Genus","Species","Number","Comment","T_ID"
NA,"Bougainville","BVille_1","T16",111.392,"Chaetodontidae","Hemitaurichthys","polylepis",1,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",200.867,"Scaridae","Scarus","longipinnis",1,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",67.049,"Pomacentridae","Chromis","alpha",4,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",40.161,"Pomacentridae","Chromis","amboinensis",8,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",140.631,"Pomacentridae","Chromis","xanthochira",10,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",51.746,"Pomacentridae","Chromis","iomelas",3,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",133.224,"Pomacentridae","Chromis","xanthochira",6,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",102.359,"Chaetodontidae","Hemitaurichthys","polylepis",1,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",115.218,"Pomacentridae","Chromis","alpha",4,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",203.051,"Acanthuridae","Acanthurus","thompsoni",2,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",387.08,"Lutjanidae","Lutjanus","monostigma",1,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",57.399,"Labridae","Labroides","dimidiatus",1,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",328.782,"Acanthuridae","Naso","vlamingii",1,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",110.774,"Chaetodontidae","Chaetodon","speculum",1,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",88.576,"Pomacentridae","Dascyllus","reticulatus",3,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",99.682,"Pomacentridae","Chromis","xanthochira",4,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",47.133,"Pomacentridae","Chromis","iomelas",5,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",70.34,"Pomacentridae","Chromis","amboinensis",8,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",201.908,"Caesionidae","Pterocaesio","tile",4,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",77.843,"Pomacentridae","Dascyllus","reticulatus",5,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",144.61,"Acanthuridae","Acanthurus","thompsoni",2,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",112.64,"Holocentridae","Myripristis","sp",1,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",350.662,"Siganidae","Siganus","punctatissimus",2,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",160.263,"Holocentridae","Myripristis","sp",1,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T16",62.909,"Pomacentridae","Chromis","sp",1,NA,"NA_BVille_1_T16"
NA,"Bougainville","BVille_1","T17",228.164,"Acanthuridae","Acanthurus","thompsoni",4,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",110.871,"Pomacentridae","Chromis","alpha",4,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",51.239,"Pomacentridae","Chromis","amboinensis",6,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",76.194,"Pomacentridae","Chromis","alpha",8,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",167.025,"Synodontidae","Saurida","gracilis",1,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",75.633,"Pomacentridae","Chromis","alpha",8,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",113.495,"Pomacentridae","Chromis","xanthochira",4,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",80.015,"Pomacentridae","Chromis","amboinensis",10,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",37.594,"Pomacentridae","Chromis","retrofasciata",10,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",64.519,"Pomacentridae","Chromis","amboinensis",12,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",28.055,"Pomacentridae","Chromis","iomelas",8,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",46.509,"Pomacentridae","Chromis","amboinensis",10,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",285.85,"Acanthuridae","Acanthurus","pyroferus",4,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",56.421,"Pomacentridae","Chromis","amboinensis",8,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",105.22,"Pomacanthidae","Centropyge","bispinosa",1,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",62.781,"Pomacentridae","Chromis","amboinensis",8,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",49.466,"Pomacentridae","Chromis","amboinensis",6,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",89.683,"Pomacentridae","Chromis","iomelas",10,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",33.62,"Pomacentridae","Chromis","retrofasciata",10,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",42.148,"Pomacentridae","Chromis","iomelas",12,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",523.484,"Lutjanidae","Lutjanus","bohar",1,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",347.258,"Acanthuridae","Naso","vlamingii",2,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",62.838,"Pomacentridae","Chromis","amboinensis",12,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",91.813,"Pomacentridae","Chromis","alpha",8,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",465.527,"Acanthuridae","Naso","vlamingii",1,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",135.427,"Chaetodontidae","Hemitaurichthys","polylepis",1,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",127.533,"Acanthuridae","Ctenochaetus","striatus",1,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",51.695,"Pomacentridae","Chromis","amboinensis",12,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",87.121,"Pomacentridae","Chromis","alpha",4,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",222.944,"Holocentridae","Myripristis","sp",2,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",61.15,"Pomacentridae","Chromis","amboinensis",8,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",35.774,"Pomacentridae","Chromis","iomelas",12,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",326.002,"Holocentridae","Sargocentron","spiniferum",1,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T17",30.6,"Pomacentridae","Chromis","retrofasciata",4,NA,"NA_BVille_1_T17"
NA,"Bougainville","BVille_1","T18",315.284,"Holocentridae","Sargocentron","spiniferum",1,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",89.033,"Chaetodontidae","Chaetodon","pelewensis",2,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",176.974,"Holocentridae","Myripristis","sp",1,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",374.098,"Acanthuridae","Naso","vlamingii",1,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",105.71,"Pomacentridae","Chromis","alpha",8,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",161.823,"Pomacentridae","Chromis","alpha",2,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",45.228,"Pomacentridae","Chromis","iomelas",6,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",130.136,"Serranidae","Pseudanthias","pleurotaenia",2,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",125.947,"Chaetodontidae","Chaetodon","melannotus",1,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",137.202,"Holocentridae","Myripristis","sp",1,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",88.446,"Pomacentridae","Chromis","amboinensis",4,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",95.021,"Chaetodontidae","Chaetodon","pelewensis",2,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",84.299,"Serranidae","Pseudanthias","pleurotaenia",2,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",138.97,"Holocentridae","Myripristis","sp",1,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",80.054,"Pomacentridae","Chromis","amboinensis",4,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",150.163,"Pomacentridae","Chromis","alpha",2,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",60.412,"Pomacentridae","Chromis","amboinensis",4,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",141.171,"Zanclidae","Zanclus","cornutus",2,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",464.088,"Lutjanidae","Macolor","niger",1,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",391.533,"Lutjanidae","Macolor","niger",1,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",136.732,"Acanthuridae","Acanthurus","thompsoni",3,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",123.149,"Pomacentridae","Chromis","alpha",4,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",104.694,"Chaetodontidae","Chaetodon","pelewensis",2,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",165.342,"Mullidae","Parupeneus","multifasciatus",1,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",69.767,"Labridae","Labroides","dimidiatus",1,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",178.052,"Acanthuridae","Acanthurus","thompsoni",1,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",182.413,"Holocentridae","Myripristis","sp",1,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",174.057,"Holocentridae","Myripristis","sp",1,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",76.461,"Pomacentridae","Chromis","amboinensis",12,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",74.553,"Pomacentridae","Chromis","ternatensis",8,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T18",333.383,"Acanthuridae","Acanthurus","blochii",1,NA,"NA_BVille_1_T18"
NA,"Bougainville","BVille_1","T19",451.203,"Lutjanidae","Macolor","niger",1,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",73.055,"Pomacentridae","Chromis","amboinensis",2,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",107.812,"Pomacentridae","Chromis","alpha",4,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",225.895,"Acanthuridae","Acanthurus","thompsoni",3,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",142.517,"Chaetodontidae","Hemitaurichthys","polylepis",2,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",79.413,"Pomacentridae","Acanthochromis","polyacanthus",4,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",62.017,"Pomacentridae","Chromis","amboinensis",6,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",71.581,"Chaetodontidae","Chaetodon","pelewensis",2,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",108.418,"Serranidae","Pseudanthias","pleurotaenia",3,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",156.366,"Pomacentridae","Chromis","xanthura",1,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",142.411,"Chaetodontidae","Chaetodon","lunulatus",2,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",105.5,"Pomacentridae","Chromis","alpha",6,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",113.538,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",72.614,"Pomacentridae","Chromis","amboinensis",12,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",112.203,"Acanthuridae","Acanthurus","nigrofuscus",1,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",182.704,"Pomacanthidae","Pygoplites","diacanthus",1,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",118.216,"Chaetodontidae","Hemitaurichthys","polylepis",1,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",178.958,"Acanthuridae","Acanthurus","thompsoni",2,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",74.829,"Pomacentridae","Chromis","amboinensis",6,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",367.939,"Lutjanidae","Macolor","niger",1,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T19",110.178,"Pomacentridae","Chromis","xanthochira",3,NA,"NA_BVille_1_T19"
NA,"Bougainville","BVille_1","T1",187.3,"Carcharhinidae","Carcharhinus","amblyrhynchos",1,NA,"NA_BVille_1_T1"
NA,"Bougainville","BVille_1","T1",58.3,"Carangidae","Caranx","lugubris",1,NA,"NA_BVille_1_T1"
NA,"Bougainville","BVille_1","T1",5.6,"Pomacentridae","Chromis","amboinensis",4,NA,"NA_BVille_1_T1"
NA,"Bougainville","BVille_1","T1",13.2,"Serranidae","Pseudanthias","pleurotaenia",3,NA,"NA_BVille_1_T1"
NA,"Bougainville","BVille_1","T1",11.4,"Pomacentridae","Acanthochromis","polyacanthus",5,NA,"NA_BVille_1_T1"
NA,"Bougainville","BVille_1","T1",16.5,"Holocentridae","Myripristis","sp",2,NA,"NA_BVille_1_T1"
NA,"Bougainville","BVille_1","T1",10.2,"Pomacentridae","Acanthochromis","polyacanthus",4,NA,"NA_BVille_1_T1"
NA,"Bougainville","BVille_1","T1",16.7,"Acanthuridae","Acanthurus","thompsoni",1,NA,"NA_BVille_1_T1"
NA,"Bougainville","BVille_1","T1",6.1,"Pomacentridae","Chromis","amboinensis",4,NA,"NA_BVille_1_T1"
NA,"Bougainville","BVille_1","T1",4.3,"Pomacentridae","Chromis","margaritifer",3,NA,"NA_BVille_1_T1"
NA,"Bougainville","BVille_1","T1",7.3,"Pomacentridae","Acanthochromis","polyacanthus",6,NA,"NA_BVille_1_T1"
NA,"Bougainville","BVille_1","T1",12.2,"Serranidae","Pseudanthias","sp",1,NA,"NA_BVille_1_T1"
NA,"Bougainville","BVille_1","T1",6.7,"Pomacentridae","Chromis","amboinensis",8,NA,"NA_BVille_1_T1"
NA,"Bougainville","BVille_1","T1",13.2,"Serranidae","Pseudanthias","pleurotaenia",4,NA,"NA_BVille_1_T1"
NA,"Bougainville","BVille_1","T1",10.3,"Chaetodontidae","Chaetodon","kleinii",2,NA,"NA_BVille_1_T1"
NA,"Bougainville","BVille_1","T1",10.2,"Pomacentridae","Acanthochromis","polyacanthus",2,NA,"NA_BVille_1_T1"
NA,"Bougainville","BVille_1","T1",12.6,"Serranidae","Pseudanthias","pleurotaenia",4,NA,"NA_BVille_1_T1"
NA,"Bougainville","BVille_1","T2",22.3,"Balistidae","Sufflamen","fraenatum",1,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",15.3,"Chaetodontidae","Forcipiger","flavissimus",2,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",6.3,"Pomacentridae","Chromis","amboinensis",5,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",193.2,"Carcharhinidae","Carcharhinus","amblyrhynchos",1,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",18.4,"Zanclidae","Zanclus","cornutus",1,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",7.5,"Pomacentridae","Chromis","sp",1,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",21.3,"Mullidae","Parupeneus","multifasciatus",1,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",17.4,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",14.6,"Serranidae","Cephalopholis","leopardus",1,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",11.2,"Pomacentridae","Chromis","xanthochira",4,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",28.7,"Scaridae","Scarus","chameleon",1,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",10.3,"Pomacentridae","Acanthochromis","polyacanthus",6,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",22.376,"Holocentridae","Myripristis","sp",1,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",19.3,"Holocentridae","Myripristis","sp",1,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",4.1,"Pomacentridae","Chromis","margaritifer",4,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",5.6,"Pomacentridae","Chromis","amboinensis",6,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",16.9,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",4.3,"Pomacentridae","Chromis","margaritifer",4,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",13.4,"Serranidae","Pseudanthias","pleurotaenia",4,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",4.6,"Pomacentridae","Chromis","margaritifer",4,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",6.3,"Pomacentridae","Chromis","amboinensis",8,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T2",14.2,"Labridae","Oxycheilinus","orientalis",1,NA,"NA_BVille_1_T2"
NA,"Bougainville","BVille_1","T3",68.3,"Carangidae","Caranx","melampygus",1,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",14.3,"Holocentridae","Myripristis","sp",1,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",5.8,"Pomacentridae","Chromis","amboinensis",6,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",17.2,"Serranidae","Cephalopholis","leopardus",1,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",8.2,"Pomacentridae","Chromis","amboinensis",6,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",25.2,"Mullidae","Parupeneus","multifasciatus",1,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",4.5,"Pomacentridae","Chromis","margaritifer",4,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",15.4,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",13.2,"Serranidae","Pseudanthias","pleurotaenia",3,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",10.3,"Pomacentridae","Acanthochromis","polyacanthus",8,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",16.7,"Holocentridae","Myripristis","sp",1,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",5.1,"Pomacentridae","Chromis","margaritifer",5,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",17.3,"Holocentridae","Myripristis","sp",1,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",19.2,"Holocentridae","Myripristis","sp",1,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",23.2,"Labridae","Oxycheilinus","unifasciatus",1,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",6.1,"Pomacentridae","Chromis","amboinensis",7,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",12.4,"Labridae","Oxycheilinus","digrammus",1,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",16.4,"Serranidae","Cephalopholis","leopardus",1,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",23.3,"Mullidae","Parupeneus","multifasciatus",1,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",NA,"Pomacentridae","Chromis",NA,6,"iomelas_5.8","NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",6.6,"Pomacentridae","Chromis","amboinensis",5,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T3",13.5,"Labridae","Thalassoma","sp",1,NA,"NA_BVille_1_T3"
NA,"Bougainville","BVille_1","T4",26.8,"Holocentridae","Myripristis","sp",1,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",10.2,"Pomacentridae","Acanthochromis","polyacanthus",4,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",10.2,"Serranidae","Pseudanthias","tuka",6,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",6.4,"Pomacentridae","Chromis","amboinensis",14,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",19.3,"Holocentridae","Myripristis","sp",1,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",21.4,"Labridae","Bodianus","anthioides",1,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",23.6,"Mullidae","Parupeneus","multifasciatus",1,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",16.2,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",16.8,"Labridae","Anampses","sp",3,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",23.8,"Holocentridae","Myripristis","sp",3,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",16.9,"Chaetodontidae","Forcipiger","flavissimus",2,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",28.5,"Scaridae","Scarus","sp",5,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",16.2,"Acanthuridae","Acanthurus","thompsoni",12,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",6.8,"Pomacentridae","Chromis","amboinensis",13,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",11.3,"Pomacentridae","Acanthochromis","polyacanthus",12,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",29.1,"Scaridae","Scarus","sp",5,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",13.1,"Labridae","Thalassoma","sp",4,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",19.4,"Labridae","Gomphosus","varius",1,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",22.1,"Mullidae","Parupeneus","multifasciatus",1,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",18.4,"Mullidae","Parupeneus","multifasciatus",1,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",25.4,"Scaridae","Scarus","niger",4,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",10.3,"Pomacentridae","Acanthochromis","polyacanthus",16,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",23.4,"Holocentridae","Myripristis","sp",3,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",7.1,"Pomacentridae","Chromis","amboinensis",14,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",11.5,"Pomacentridae","Acanthochromis","polyacanthus",10,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",17.3,"Serranidae","Cephalopholis","leopardus",1,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",18.9,"Chaetodontidae","Chaetodon","plebeius",1,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",20.1,"Labridae","Bodianus","anthioides",1,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",11.2,"Pomacentridae","Acanthochromis","polyacanthus",12,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",27.2,"Holocentridae","Myripristis","sp",1,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",7.2,"Pomacentridae","Chromis","amboinensis",16,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",26.3,"Holocentridae","Myripristis","sp",1,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",24.3,"Monacanthidae","Cantherhines","dumerilii",1,NA,"NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T4",NA,"Pomacentridae","Chromis",NA,8,"iomelas_4.8","NA_BVille_1_T4"
NA,"Bougainville","BVille_1","T5",6.8,"Pomacentridae","Chromis","amboinensis",7,NA,"NA_BVille_1_T5"
NA,"Bougainville","BVille_1","T5",5.1,"Pomacentridae","Chromis","margaritifer",8,NA,"NA_BVille_1_T5"
NA,"Bougainville","BVille_1","T5",19.3,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"NA_BVille_1_T5"
NA,"Bougainville","BVille_1","T5",15.4,"Serranidae","Cephalopholis","leopardus",1,NA,"NA_BVille_1_T5"
NA,"Bougainville","BVille_1","T5",7.5,"Pomacentridae","Chromis","amboinensis",12,NA,"NA_BVille_1_T5"
NA,"Bougainville","BVille_1","T5",7.5,"Serranidae","Pseudanthias",NA,2,"ventralis_8.9","NA_BVille_1_T5"
NA,"Bougainville","BVille_1","T5",4.9,"Pomacentridae","Chromis","amboinensis",6,NA,"NA_BVille_1_T5"
NA,"Bougainville","BVille_1","T5",21.3,"Pomacentridae","Chromis","margaritifer",6,NA,"NA_BVille_1_T5"
NA,"Bougainville","BVille_1","T5",12.4,"Holocentridae","Sargocentron","sp",1,NA,"NA_BVille_1_T5"
NA,"Bougainville","BVille_1","T5",10.3,"Serranidae","Pseudanthias","pleurotaenia",6,NA,"NA_BVille_1_T5"
